## #iso #point x y time dist2dest source time2dest lat lon
## iso -1 points 8 
-1 0 -300.08 1851.40 0.93 222.10 -1 20.29 44.14012 -5.00080
-1 1 -316.01 1863.03 3.93 204.03 0 25.80 44.23307 -5.16007
-1 2 -329.88 1895.55 6.93 178.86 4 12.96 44.49184 -5.29879
-1 3 -326.12 1947.52 9.93 137.71 28 10.32 45.30269 -5.26118
-1 4 -329.84 1997.76 12.93 99.01 131 7.57 46.09689 -5.29835
-1 5 -320.41 2047.32 15.93 59.87 156 5.14 46.48290 -5.20405
-1 6 -311.88 2091.62 18.93 25.10 166 2.29 47.22583 -5.11884
-1 7 -304.49 2123.56 21.22 0.00 0 0.00 47.47179 -5.04495
