-2.3692369 49.4236926
-2.3745901 49.4076226


-2.3745901 49.4076226
-2.3692369 49.4236926


-4.6020655 53.2876472
-4.6039538 53.2437234


-4.6039538 53.2437234
-4.6903909 53.3014452


-4.6903909 53.3014452
-4.5883507 53.29857


-4.5883507 53.29857
-4.6020655 53.2876472


-3.2519264 54.1516179
-3.2099785 54.0648666
-3.2519264 54.1516179

-4.8181676 50.2309692
-4.8743455 50.228556


-4.8743455 50.228556
-4.968371 50.191609


-4.968371 50.191609
-4.9978374 50.1857195


-4.9978374 50.1857195
-4.994703 50.224613


-4.994703 50.224613
-5.0223131 50.225103


-5.0223131 50.225103
-5.0584388 50.1907876


-5.0584388 50.1907876
-5.0442599 50.1478906


-5.0442599 50.1478906
-5.0896676 50.1215273


-5.0896676 50.1215273
-5.1039861 50.1013346


-5.1039861 50.1013346
-5.1483366 50.0980802


-5.1483366 50.0980802
-5.1166804 50.0955887


-5.1166804 50.0955887
-5.0951196 50.0859635


-5.0951196 50.0859635
-5.0789304 50.0715506


-5.0789304 50.0715506
-5.0594337 50.0514438


-5.0594337 50.0514438
-5.0969688 50.0133246


-5.0969688 50.0133246
-5.1291488 50.0082852


-5.1291488 50.0082852
-5.163756 50.0049449


-5.163756 50.0049449
-5.1792582 49.9867057


-5.1792582 49.9867057
-5.1844134 49.9661021


-5.1844134 49.9661021
-5.2076056 49.9595344


-5.2076056 49.9595344
-5.2360992 49.9759398


-5.2360992 49.9759398
-5.2854612 50.0610833
-5.4281799 50.1033509

-5.4281799 50.1033509
-5.5310347 50.114287


-5.5310347 50.114287
-5.641068 50.043916

-5.641068 50.043916
-5.692167 50.1480819

-5.692167 50.1480819
-5.4586734 50.1978928

-5.4586734 50.1978928
-5.3737111 50.237841


-5.3737111 50.237841
-5.3101165 50.2558415


-5.3101165 50.2558415
-5.2430311 50.2895484


-5.2430311 50.2895484
-5.1538664 50.3523636


-5.1538664 50.3523636
-5.1006128 50.4063395


-5.1006128 50.4063395
-5.0732006 50.4176925


-5.0732006 50.4176925
-5.0369566 50.4722773


-5.0369566 50.4722773
-5.0308402 50.5087267


-5.0308402 50.5087267
-5.025286 50.5304577


-5.025286 50.5304577
-5.0204784 50.545892


-5.0204784 50.545892
-4.9560033 50.5667567


-4.9560033 50.5667567
-4.9377056 50.524151


-4.9377056 50.524151
-4.8525074 50.5315301


-4.8525074 50.5315301
-4.9189089 50.5792509


-4.9189089 50.5792509
-4.8844014 50.5827124


-4.8844014 50.5827124
-4.850559 50.5972283


-4.850559 50.5972283
-4.8244047 50.595357


-4.8244047 50.595357
-4.7015176 50.6922877

-4.7015176 50.6922877
-4.6380042 50.7439565


-4.6380042 50.7439565
-4.5609822 50.8004687


-4.5609822 50.8004687
-4.5558583 50.8391224


-4.5558583 50.8391224
-4.5656558 50.9022502


-4.5656558 50.9022502
-4.5493762 50.9392967


-4.5493762 50.9392967
-4.5314409 50.9887348


-4.5314409 50.9887348
-4.5260713 51.0218039


-4.5260713 51.0218039
-4.4371874 51.0135599


-4.4371874 51.0135599
-4.2360472 51.0437637

-4.2360472 51.0437637
-4.1596757 51.0737094


-4.1596757 51.0737094
-4.2313325 51.1190171


-4.2313325 51.1190171
-4.2572944 51.1456475


-4.2572944 51.1456475
-4.2300638 51.1875281


-4.2300638 51.1875281
-4.1863236 51.1996332


-4.1863236 51.1996332
-4.1390755 51.2072717


-4.1390755 51.2072717
-4.0915421 51.2137794


-4.0915421 51.2137794
-4.0470982 51.2076574


-4.0470982 51.2076574
-3.9618268 51.2193279


-3.9618268 51.2193279
-3.896993 51.2255409


-3.896993 51.2255409
-3.8282969 51.2324134


-3.8282969 51.2324134
-3.7444162 51.2355359


-3.7444162 51.2355359
-3.5288261 51.228981

-3.5288261 51.228981
-3.4054103 51.1827158
-3.2041765 51.2005078

-3.2041765 51.2005078
-3.0605535 51.2037229
-3.0030697 51.3251179

-3.0030697 51.3251179
-2.98686 51.3595948


-2.98686 51.3595948
-2.8993314 51.3909698


-2.8993314 51.3909698
